tweets	date
RT @MrAndyNgo: Tonight the “indigenous” faction of antifa held a “day of rage” riot in Portland. They banned video recording as the crimina…	2020-10-14 03:26:56
RT @VFL2013: Well... 🇺🇸👀🇺🇸👀🇺🇸👀	2020-10-14 03:24:49
I will never let you down! #MAGA https://t.co/22qkatrJb2	2020-10-14 03:08:26
RT @Seitzer1: UFC’s @GamebredFighter gives one of the best “vote for Trump” speeches I’ve heard! https://t.co/YstONQTYeF	2020-10-14 02:37:50
https://t.co/wJN4zv0y8O	2020-10-14 01:50:27
For years you had a President who apologized for America – now you have a President who is standing up for America, and standing up for Pennsylvania. So get your friends, get your family, get your neighbors, and GET OUT AND VOTE! https://t.co/gsFSgh2KPc https://t.co/xfZtBixRkk	2020-10-14 01:25:27
Proud citizens like you helped build this Country—and together, we are taking back our Country. We are returning power to YOU, the American People! #MAGA https://t.co/rn69eJJAPV	2020-10-14 01:23:51
This election is a simple choice: If Biden Wins, China Wins. When WE Win, YOU WIN, Pennsylvania WINS, and America WINS! https://t.co/dgx92ZxsBO	2020-10-14 01:19:03
One of the most important issues for Pennsylvania is the survival of your fracking industry. Joe Biden has repeatedly pledged to abolish fracking. When asked about fracking, Biden said he would “make sure it’s ELIMINATED!” With me, you’re going to FRACK! https://t.co/tHt7Chh4jB	2020-10-14 01:18:56
Thank you Johnstown, Pennsylvania! https://t.co/mdHfNODJCT	2020-10-14 01:06:41
You mean only Democrats are allowed to do this? But haven’t the Dems been doing this for years? See you in court. Fight hard Republicans! https://t.co/vaToeGB2ze	2020-10-14 01:00:00
Watch @OANN, @newsmax, @cspan. Just arrived in Pennsylvania. Enjoy!	2020-10-13 23:24:32
Getting ready to land in Johnstown, Pennsylvania. Big crowd. See you soon!!!	2020-10-13 22:41:32
Totally Negative China Virus Reports. Hit it early and hard. Fake News is devastated. They are very bad (and sick!) people!	2020-10-13 22:40:13
How dare failed Presidential Candidate (1% and falling!) @CoryBooker make false charges and statements about me in addressing Judge Barrett. Illegally, never even lived in Newark when he was Mayor. Guy is a total loser! I want better Healthcare for far less money, always.....	2020-10-13 21:56:41
Early voting is underway in the Great States of GEORGIA and TEXAS. Find out where to early vote by clicking below! #MAGA https://t.co/gsFSghkmdM	2020-10-13 17:56:28
Happy 245th Birthday to our GREAT @USNavy! #Navy245 https://t.co/EEGIwCh0wD	2020-10-13 16:48:57
Volunteer to be a Trump Election Poll Watcher. Sign up today! #MakeAmericaGreatAgain https://t.co/3AnrRV7uSz	2020-10-13 16:43:37
Join me Friday (10/16) evening at 7:00pmE in Macon, Georgia at the Middle Georgia Regional Airport! #MAGA https://t.co/rZbqKTueVg	2020-10-13 16:41:47
Join me Friday (10/16) in Ocala, Florida at the Ocala International Airport at 4:00pmE! #MAGA https://t.co/ZVRMGBCE1c	2020-10-13 16:36:56
Join me on Thursday afternoon (1:00pmE) in Greenville, North Carolina at the Pitt-Greenville Airport! #MAGA https://t.co/owg9pSXWJz	2020-10-13 16:34:21
Join me tomorrow tonight (Wednesday) in Iowa, at the Des Moines International Airport! https://t.co/92lmaoNdTo	2020-10-13 16:30:57
Join me tonight at 7:00pmE in Johnstown, Pennsylvania at the John Murtha Johnstown-Cambria County Airport! #MAGA https://t.co/8o9QHHDn1h	2020-10-13 16:28:24
RT @gmoomaw: Virginia’s voter registration system reportedly having problems on the last day to register to vote, with early voting in full…	2020-10-13 15:05:31
This is happening all over the U.S. Rigged Election??? https://t.co/MG0d9xUH1Z	2020-10-13 15:04:33
STIMULUS! Go big or go home!!!	2020-10-13 15:01:57
“The Radical Left is trying hard to undermine the Christopher Columbus legacy. A great Italian opened new chapter in history of humanity by discovering the Americas”.  @OANN  Not on my watch!	2020-10-13 13:43:45
Actually, Tony’s pitching arm is far more accurate than his prognostications. “No problem, no masks”. WHO no longer likes Lockdowns - just came out against. Trump was right. We saved 2,000,000 USA lives!!! https://t.co/YyLyCsbZ7a	2020-10-13 12:11:00
We love the people of Lake Charles, Louisiana. You’ve been hit hard , and often, but your Federal Government is there to help. It will all work out, and FAST!!! @fema @USArmy	2020-10-13 12:01:16
Republicans will be providing far better Healthcare than the Democrats, at a far lower cost...And will always protect people with Pre-existing conditions!!!!	2020-10-13 11:50:47
GOP raises over 1 Billion Dollars through @WINRED since recent founding. November 3rd. The most important Election in the History of our Country!!!	2020-10-13 11:48:02
California hired a pure Sleepy Joe Democrat firm to count and “harvest” votes. No way Republicans get a fair shake. Lawyers, get started!!! @GOPLeader  California is in big trouble. Vote Trump and watch the greatest comeback of them all!!! Also, New York and Illinois - go for it!	2020-10-13 11:44:14
Congratulations Dan. You, Breitbart and others have decimated the business at Drudge. It’s gone the way of the @NBA, ratings down 70%. People want the TRUTH! Drudge Report sold out, suffered a massive “nervous breakdown”. Happening @FoxNews also??? https://t.co/Zr07XdHtNx	2020-10-13 11:37:00
RT @seanhannity: #HANNITY: Biden disrespects voters with court-packing dodge. Exclusive: @LawrenceBJones3 talks to Trump supporters in FL.…	2020-10-13 11:29:27
RT @dbongino: It’s Tuesday, October 13th 2020, and Barack Obama was the most corrupt President in US history. #Obamagate	2020-10-13 11:13:46
RT @realDonaldTrump: https://t.co/OzYzLQ2FQp	2020-10-13 11:12:38
Thank you Greg. You got their Hoax right from the beginning! https://t.co/3ql3nADDD9	2020-10-13 11:10:48
Thank you, so nice! https://t.co/7GlapStrEB	2020-10-13 11:00:58
RT @SenateGOP: Today's the day.  #ConfirmACB https://t.co/iNq26Kvona	2020-10-13 10:58:37
RT @SenJoniErnst: Only 100 years ago, women in this country were given the right to vote. And today, we began considering adding another wo…	2020-10-13 10:55:06
Always safe Katie! https://t.co/K5ALgSYUxJ	2020-10-13 10:54:48
RT @dailybriefing: With just weeks to go until election day, Judge Amy Coney Barrett made her case for serving on our nation’s highest cour…	2020-10-13 10:53:25
RT @DanaPerino: What a pleasure to interview Jon Ponder!	2020-10-13 10:52:46
Matt is great. Strong on Military, Vets and our great 2nd Amendment. Has my Complete and Total Endorsement!!! https://t.co/brrR1zOXay	2020-10-13 10:51:54
RT @stillgray: Dems keep claiming this doesn't happen.	2020-10-13 10:47:55
RT @RyannMcEnany: My POTUS ❤️ @realDonaldTrump https://t.co/YQOMRt5bbO	2020-10-13 10:47:38
Wow. Our future V.P. So cool! https://t.co/l7lp69ZsYl	2020-10-13 10:46:50
RT @TrumpWarRoom: “The white race is a superior race, and the Negro race is an inferior race,” said Democrat Senator James Eastland.  Joe B…	2020-10-13 10:44:50
RT @thesamsorbo: Sen Ron Johnson just released his report on Biden’s corruption with China, Ukraine, and Russia. Fox doesn’t report about i…	2020-10-13 10:42:03
RT @TheBabylonBee: California Mandates All Food Must Be Consumed Through IV To Ensure Masks Are Never Removed https://t.co/mwFBnW5gzY	2020-10-13 10:41:02
RT @OzzmanOsgood: This may be a severe shock to Democrats if Express's poll is a harbinger of how the election will really go. We know left…	2020-10-13 10:40:12
RT @tatobin2: This is the most devastatingly powerful ad against a political opponent that I've ever seen, and it's a TRUE MUST WATCH.  Rep…	2020-10-13 10:37:27
RT @ACTBrigitte: VP @Mike_Pence had a GREAT night! @realDonaldTrump https://t.co/GYX9kkSsWv	2020-10-13 10:35:12
RT @ACTBrigitte: A red wave is coming on November 3rd!	2020-10-13 10:33:45
RT @ACTBrigitte: Who is worse? Chris Wallace or Donna Brazile?	2020-10-13 10:32:33
No thanks! https://t.co/wEyrvoKWr1	2020-10-13 10:31:28
RT @SenatorDole: The Commission on Presidential Debates is supposedly bipartisan w/ an equal number of Rs and Ds. I know all of the Republi…	2020-10-13 10:30:43
RT @ACTBrigitte: If a contractor took 47 years to build your construction project and it was still in need of repair, would you give them f…	2020-10-13 10:30:22
Scam! He worked for Sleepy Joe, but never admitted this rather major fact! https://t.co/aLePpjDi0Y	2020-10-13 10:29:57
Thank you!!! https://t.co/1H2Fyp8xs8	2020-10-13 10:27:39
RT @ACTBrigitte: POLL: Which President (out of the four options) is the BEST?	2020-10-13 10:26:48
RT @ACTBrigitte: Joe Biden said voters “don’t deserve” to know if he’ll pack the courts.   Joe Biden doesn’t deserve to be President!	2020-10-13 10:26:34
RT @ACTBrigitte: When President Trump was elected, America was in big trouble, our economy was stagnant and our military was depleted.  If…	2020-10-13 10:26:15
Far too many. His own Chief of Staff said they had “no idea what they were doing”. https://t.co/hdRbR930fR	2020-10-13 10:25:38
RT @ACTBrigitte: The only way to prove the polls are fake, is to turn out and vote on Election Day like never before!!	2020-10-13 10:23:50
RT @realDonaldTrump: https://t.co/HrEVCQtya1	2020-10-13 10:23:33
RT @ACTBrigitte: Are you worried about voter fraud/integrity in the upcoming election?  What do you think is the biggest threat to it?	2020-10-13 10:23:19
RT @TheLeoTerrell: Another lie by @SenKamalaHarris .  Thank God, I am a lawyer.  Constitution allows the nomination and approval of #AmyCom…	2020-10-13 10:22:27
"RT @TheLeoTerrell: Please listen to my Podcast: ""Your Vote is At Risk""  @ApplePodcasts @iTunes  https://t.co/ZfVvylWuhF"	2020-10-13 10:20:13
RT @TheLeoTerrell: BIDEN BLUFFS: Members of black Delaware church don’t recall Biden being ‘raised’ there https://t.co/BR0jn4wYaW	2020-10-13 10:19:54
RT @CaesarDarias: Interesting comments and perspective from Leo Terrell. Almost 100 percent of everyone I know in New Jersey is equally con…	2020-10-13 10:19:24
RT @TheLeoTerrell: Sir, I am Black.  I am a Proud American. I love America. I am voting for @realDonaldTrump . @FoxNews  @seanhannity	2020-10-13 10:18:50
RT @TheLeoTerrell: Looks like @BlackLivesMatter and #Antifa are #Lakers Fans. Where is the police Democratic Mayor? @MayorOfLA	2020-10-13 10:18:42
RT @TheLeoTerrell: I kept my word @realDonaldTrump WATCH: Longtime Democrat Leo Terrell Keeps His Word &amp; Officially Casts His Vote For Pres…	2020-10-13 10:18:16
RT @TheLeoTerrell: I am more qualified to become Vice-President than @SenKamalaHarris .  She has no morals and will sell her soul for power…	2020-10-13 10:18:03
RT @TheLeoTerrell: Drop this nonsense #Kayne and support @realDonaldTrump Stop playing head games and seeking attention. This election is r…	2020-10-13 10:17:37
RT @realDonaldTrump: Almost nobody showed up to the Sleepy Joe Biden “Rally” in Ohio. The reporting and polls are a Media Con Job - Fake Ne…	2020-10-13 10:16:41
RT @realDonaldTrump: So Biden is coughing and hacking and playing “fingers” with his mask, all over the place, and the Fake News doesn’t wa…	2020-10-13 10:16:39
RT @ACTBrigitte: I hear leftists saying they are worried about a peaceful transition of power if Trump loses...  This coming from the peopl…	2020-10-13 10:12:30
RT @ACTBrigitte: Every time you hear a Biden commercial telling you all of his 'great' ideas, ask yourself...  Why didn't he do it during h…	2020-10-13 10:12:18
RT @ACTBrigitte: God Bless You, Mr. President!!  I will always stand for TRUTH and I will always stand with YOU!	2020-10-13 10:06:43
Thank you! https://t.co/6MRdXZ74AQ	2020-10-13 10:06:07
He must create a list, like I did! Always considered most important Presidential decision. Voter’s entitled to know!!!! https://t.co/yLaLTcOyPy	2020-10-13 10:05:02
Mitt can’t be thrilled about this! Joe also said yesterday he’s running for the U.S. Senate (again) and totally forgot where he was (wrong State!). Joe has never been a nice or kind guy, so it’s easier to find this obvious &amp; rapidly getting worse “dementia” unacceptable for USA! https://t.co/QIpH7RDfAV	2020-10-13 09:59:48
RT @marklevinshow: There Joe goes again https://t.co/w8bQGNcMbz	2020-10-13 04:28:57
RT @GreggJarrett: Florida Man Caught Requesting Ballot For Wife Who Died In 2018 https://t.co/bFwNOM4Etm	2020-10-13 04:28:24
RT @GreggJarrett: World Health Organization Appeals To ‘All World Leaders: Stop Using Lockdown As Your Primary Control Method’ https://t.co…	2020-10-13 04:27:55
I keep reading Fake News stories that my campaign is running low on money. Not true, &amp; if it were so, I would put up money myself. The fact is that we have much more money than we had 4 years ago, where we spent much less money than Crooked Hillary, and still easily won, 306-223!	2020-10-13 04:26:49
Great Florida Rally tonight. Big crowd, lot of enthusiasm (you win races with enthusiasm). Just got back. Tomorrow night it’s off to Pennsylvania and another BIG crowd. We are winning. Economy is starting to boom. Good timing!!!	2020-10-13 04:13:17
WH Physician: Donald Trump Now Testing Negative for Coronavirus https://t.co/OR5PL893UO via @BreitbartNews	2020-10-13 02:08:35
https://t.co/TNBaLBfHwZ	2020-10-13 02:03:38
Charles Hurt: The Democrats Have Wanted to Destroy the Court for Decades https://t.co/C9KjZnYNg6 via @BreitbartNews VOTE TRUMP!	2020-10-13 02:01:48
READ: Left-wing Radicals Post Online Guide to ‘Disrupting‘ the Country if Election is Close https://t.co/cBqmI2Fudi via @BreitbartNews. They know it is over for them. Law &amp; Order will prevail, strong version!	2020-10-13 01:55:38
FLORIDA! Send in your absentee ballot if you have requested one. In-person Early Voting begins next week—so get your friends, get your family, get your neighbors, and GET OUT AND VOTE! Need more information? Go to https://t.co/gsFSgh2KPc! #MAGA https://t.co/WjjYSjZKKS	2020-10-13 00:38:00
I did more in 47 months than Biden did in 47 years. Now, he is pushing the most far-left agenda ever put forward by a presidential nominee... https://t.co/ON0iRBfFS2	2020-10-13 00:27:45
Biden refuses to answer questions on packing the Supreme Court. He says voters “don’t deserve” to know. If they win, Dems will pack the #SCOTUS w/ radical left justices who will shred the #2A, empower violent mobs, and shield deadly criminals &amp; terrorists. https://t.co/alVSZUDc73	2020-10-13 00:25:31
Joe Biden’s agenda would be a catastrophe for Florida Seniors. For years, Biden tried to cut Social Security and Medicare. Now Biden is pledging mass amnesty and federal healthcare for illegal aliens—decimating Medicare and destroying Social Security...https://t.co/GgHP0NvpEe	2020-10-13 00:21:05
It was great to be back in my home state of FLORIDA to make my official return to the campaign trail. I am energized by your prayers, humbled by your support, and absolutely determined to finish what we started and Make America Greater than Ever Before! https://t.co/XrQG0KPdUo	2020-10-13 00:14:59
https://t.co/uMa2jU8inP	2020-10-13 00:13:05
Getting ready to land in Florida. BIG CROWD! Live on various networks: @OANN, @cspan, @newsmax and others!!!	2020-10-12 22:32:41
